old_name,new_name,raw_url,shifr,src_kb,dst_kb,status
Хвостовик на винт поперечный кареточный винт две гайки для станков 16к40 16р40.jpg,khvostovik_na_vint_poperechnyj_karetochnyj_vint_dve_gajki_dlya_stankov_16k40_16r40.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/khvostovik_na_vint_poperechnyj_karetochnyj_vint_dve_gajki_dlya_stankov_16k40_16r40.jpg,,1618.1,48.6,OK
Ходовые винты валы для токарных станков 1м63 1м63н 16к40 1н65 1м65 дип300 дип500.jpg,khodovye_vinty_valy_dlya_tokarnykh_stankov_1m63_1m63n_16k40_1n65_1m65_dip300_dip500.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/khodovye_vinty_valy_dlya_tokarnykh_stankov_1m63_1m63n_16k40_1n65_1m65_dip300_dip500.jpg,,169.2,48.5,OK
Ходовые винты с маточной гайкой токарно-винторезных станков мод. 16к20 1к62.jpg,khodovye_vinty_s_matochnoj_gajkoj_tokarno-vintoreznykh_stankov_mod._16k20_1k62.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/khodovye_vinty_s_matochnoj_gajkoj_tokarno-vintoreznykh_stankov_mod._16k20_1k62.jpg,,201.8,56.0,OK
Центр вращающийся для токарных станков и промышленного оборудования.jpg,tsentr_vraschayuschijsya_dlya_tokarnykh_stankov_i_promyshlennogo_oborudovaniya.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/tsentr_vraschayuschijsya_dlya_tokarnykh_stankov_i_promyshlennogo_oborudovaniya.jpg,,175.8,52.0,OK
Центр вращающийся морзе 6 усиленный для токарных станков и промышленного оборудования.jpg,tsentr_vraschayuschijsya_morze_6_usilennyj_dlya_tokarnykh_stankov_i_promyshlennogo_oborudovaniya.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/tsentr_vraschayuschijsya_morze_6_usilennyj_dlya_tokarnykh_stankov_i_promyshlennogo_oborudovaniya.jpg,,1581.6,50.4,OK
Центр поводкового патрона специалного токарно-накатного станка рт30101 рт301.jpg,tsentr_povodkovogo_patrona_spetsialnogo_tokarno-nakatnogo_stanka_rt30101_rt301.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/tsentr_povodkovogo_patrona_spetsialnogo_tokarno-nakatnogo_stanka_rt30101_rt301.jpg,,1532.2,52.7,OK
Червячная шестерня - бронза для станков 1м63 1м63н 163 дип300 1м63бф101 16к40.jpg,chervyachnaya_shesternya_-_bronza_dlya_stankov_1m63_1m63n_163_dip300_1m63bf101_16k40.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/chervyachnaya_shesternya_-_bronza_dlya_stankov_1m63_1m63n_163_dip300_1m63bf101_16k40.jpg,,1354.3,53.1,OK
Чугунные корпуса маточной гайки для станков 1м63 1м63н 16к40 1н65 1м65.jpg,chugunnye_korpusa_matochnoj_gajki_dlya_stankov_1m63_1m63n_16k40_1n65_1m65.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/chugunnye_korpusa_matochnoj_gajki_dlya_stankov_1m63_1m63n_16k40_1n65_1m65.jpg,,208.5,58.3,OK
ШВП шарико-винтовая пара (передача 30.06.600 для станка с ЧПУ 1В340Ф3 — RUSSTANKO.jpg,shvp_shariko-vintovaya_para_peredacha_30.06.600_dlya_stanka_s_chpu_1v340f3_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shvp_shariko-vintovaya_para_peredacha_30.06.600_dlya_stanka_s_chpu_1v340f3_russtanko.jpg,,446.6,52.6,OK
ШВП шарико-винтовая пара (передача 30.06.600 для станка с ЧПУ 1В340Ф3.jpg,shvp_shariko-vintovaya_para_peredacha_30.06.600_dlya_stanka_s_chpu_1v340f3.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shvp_shariko-vintovaya_para_peredacha_30.06.600_dlya_stanka_s_chpu_1v340f3.jpg,,438.3,50.3,OK
Швп шарико винтовые пары передачи1п756дф3.18.000 и 1п756дф3.55.000.jpg,shvp_shariko_vintovye_pary_peredachi1p756df3.18.000_i_1p756df3.55.000.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shvp_shariko_vintovye_pary_peredachi1p756df3.18.000_i_1p756df3.55.000.jpg,peredachi1p756df3.18.000,206.4,52.0,OK
Швп шарико-винтовая пара передача 16к20т1.159.000.020 16к20т1.158.000.000.jpg,shvp_shariko-vintovaya_para_peredacha_16k20t1.159.000.020_16k20t1.158.000.000.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shvp_shariko-vintovaya_para_peredacha_16k20t1.159.000.020_16k20t1.158.000.000.jpg,16k20t1.159.000.020,199.8,56.5,OK
Швп шарико-винтовая пара передача 16к30ф3.18.000 16к30ф3.55.000.jpg,shvp_shariko-vintovaya_para_peredacha_16k30f3.18.000_16k30f3.55.000.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shvp_shariko-vintovaya_para_peredacha_16k30f3.18.000_16k30f3.55.000.jpg,16k30f3.18.000,197.2,57.7,OK
Швп шарико-винтовая пара передача для перемещения суппортов колесо-токарного станка мод. кж1836.10мф3.jpg,shvp_shariko-vintovaya_para_peredacha_dlya_peremescheniya_supportov_koleso-tokarnogo_stanka_mod._kzh1836.10mf3.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shvp_shariko-vintovaya_para_peredacha_dlya_peremescheniya_supportov_koleso-tokarnogo_stanka_mod._kzh1836.10mf3.jpg,,187.8,53.0,OK
Швп шарико-винтовая пара передача для специалных станков убб112ф3 убр поперечная продолная российского производства.jpg,shvp_shariko-vintovaya_para_peredacha_dlya_spetsialnykh_stankov_ubb112f3_ubr_poperechnaya_prodolnaya_rossijskogo_proizvodstva.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shvp_shariko-vintovaya_para_peredacha_dlya_spetsialnykh_stankov_ubb112f3_ubr_poperechnaya_prodolnaya_rossijskogo_proizvodstva.jpg,,254.8,67.9,OK
Швп шарико-винтовая пара передача для станков рт772ф3 швп 16м30ф3.54.000 рт772ф3 поперечная.jpg,shvp_shariko-vintovaya_para_peredacha_dlya_stankov_rt772f3_shvp_16m30f3.54.000_rt772f3_poperechnaya.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shvp_shariko-vintovaya_para_peredacha_dlya_stankov_rt772f3_shvp_16m30f3.54.000_rt772f3_poperechnaya.jpg,16m30f3.54.000,189.2,53.5,OK
Швп шарико-винтовая пара передача поперечного перемещения станка рт950ф3-6 63х10мм.jpg,shvp_shariko-vintovaya_para_peredacha_poperechnogo_peremescheniya_stanka_rt950f3-6_63kh10mm.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shvp_shariko-vintovaya_para_peredacha_poperechnogo_peremescheniya_stanka_rt950f3-6_63kh10mm.jpg,,171.8,49.2,OK
Швп шарико-винтовая пара передача рт755ф3.18.000 для станков рт755ф3.jpg,shvp_shariko-vintovaya_para_peredacha_rt755f3.18.000_dlya_stankov_rt755f3.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shvp_shariko-vintovaya_para_peredacha_rt755f3.18.000_dlya_stankov_rt755f3.jpg,rt755f3.18.000,171.3,49.6,OK
Швп шарико-винтовая пара передача рт755ф359.50.000 и рт755ф3.63.000 для станков рт755ф3 поперечная продолная.jpg,shvp_shariko-vintovaya_para_peredacha_rt755f359.50.000_i_rt755f3.63.000_dlya_stankov_rt755f3_poperechnaya_prodolnaya.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shvp_shariko-vintovaya_para_peredacha_rt755f359.50.000_i_rt755f3.63.000_dlya_stankov_rt755f3_poperechnaya_prodolnaya.jpg,rt755f359.50.000,203.2,58.3,OK
Швп шарико-винтовая пара передача станка рт905ф3 50х10мм.jpg,shvp_shariko-vintovaya_para_peredacha_stanka_rt905f3_50kh10mm.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shvp_shariko-vintovaya_para_peredacha_stanka_rt905f3_50kh10mm.jpg,,173.4,49.7,OK
Швп шарико-винтовые пары передачи для станков с чпу.jpg,shvp_shariko-vintovye_pary_peredachi_dlya_stankov_s_chpu.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shvp_shariko-vintovye_pary_peredachi_dlya_stankov_s_chpu.jpg,,1908.5,60.8,OK
Шестерни 1к62.02.107 з-47.55.38 и 1к62.02.118 з-34.39 для токарно-винторезных станков мод. 1к62.jpg,shesterni_1k62.02.107_z-47.55.38_i_1k62.02.118_z-34.39_dlya_tokarno-vintoreznykh_stankov_mod._1k62.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesterni_1k62.02.107_z-47.55.38_i_1k62.02.118_z-34.39_dlya_tokarno-vintoreznykh_stankov_mod._1k62.jpg,1k62.02.107,227.8,63.9,OK
Шестерни 1м63б.70.180 для станков 1м63 1м63н 163 дип300 1м63бф101 16к40.jpg,shesterni_1m63b.70.180_dlya_stankov_1m63_1m63n_163_dip300_1m63bf101_16k40.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesterni_1m63b.70.180_dlya_stankov_1m63_1m63n_163_dip300_1m63bf101_16k40.jpg,1m63b.70.180,194.6,56.0,OK
Шестерни 1м63б.70.214 для станков 1м63 1м63н 163 дип300 1м63бф101 16к40.jpg,shesterni_1m63b.70.214_dlya_stankov_1m63_1m63n_163_dip300_1m63bf101_16k40.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesterni_1m63b.70.214_dlya_stankov_1m63_1m63n_163_dip300_1m63bf101_16k40.jpg,1m63b.70.214,190.3,53.1,OK
Шестерни 1м63б.70.219 и 1м63б.70.168 для станков 1м63 1м63н 163 дип300 1м63бф101 16к40.jpg,shesterni_1m63b.70.219_i_1m63b.70.168_dlya_stankov_1m63_1m63n_163_dip300_1m63bf101_16k40.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesterni_1m63b.70.219_i_1m63b.70.168_dlya_stankov_1m63_1m63n_163_dip300_1m63bf101_16k40.jpg,1m63b.70.219,174.5,50.5,OK
Шестерни 6р82.4.49 и 6р82.3.57 для горизонталных - консолно-фрезерных станков мод. 6р82.jpg,shesterni_6r82.4.49_i_6r82.3.57_dlya_gorizontalnykh_-_konsolno-frezernykh_stankov_mod._6r82.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesterni_6r82.4.49_i_6r82.3.57_dlya_gorizontalnykh_-_konsolno-frezernykh_stankov_mod._6r82.jpg,6r82.4.49,189.8,54.6,OK
Шестерни валы для станков 1м63 1м63н 163 дип300 1м63бф101 16к40 1н983 1а983 1м983 рт983.jpg,shesterni_valy_dlya_stankov_1m63_1m63n_163_dip300_1m63bf101_16k40_1n983_1a983_1m983_rt983.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesterni_valy_dlya_stankov_1m63_1m63n_163_dip300_1m63bf101_16k40_1n983_1a983_1m983_rt983.jpg,,314.2,85.8,OK
Шестерни горизонтально -расточного станка 6Е656 — RUSSTANKO.jpg,shesterni_gorizontalno_-rastochnogo_stanka_6e656_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesterni_gorizontalno_-rastochnogo_stanka_6e656_russtanko.jpg,,465.8,57.1,OK
Шестерни горизонтально-расточного станка 2Н636ГФ1 — RUSSTANKO.jpg,shesterni_gorizontalno-rastochnogo_stanka_2n636gf1_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesterni_gorizontalno-rastochnogo_stanka_2n636gf1_russtanko.jpg,,492.3,61.5,OK
Шестерни для сверлилных станков- изготовление.jpg,shesterni_dlya_sverlilnykh_stankov-_izgotovlenie.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesterni_dlya_sverlilnykh_stankov-_izgotovlenie.jpg,,216.8,60.9,OK
Шестерни для станков 1м63 1м63н 163 дип300 1м63бф101 16к40.jpg,shesterni_dlya_stankov_1m63_1m63n_163_dip300_1m63bf101_16k40.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesterni_dlya_stankov_1m63_1m63n_163_dip300_1m63bf101_16k40.jpg,,188.6,52.2,OK
Шестерни для токарно-винторезных станков 16к40 16р40.jpg,shesterni_dlya_tokarno-vintoreznykh_stankov_16k40_16r40.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesterni_dlya_tokarno-vintoreznykh_stankov_16k40_16r40.jpg,,175.9,50.9,OK
Шестерни конические с круговым зубом вальцетокарного станка 1А826 — RUSSTANKO.jpg,shesterni_konicheskie_s_krugovym_zubom_valtsetokarnogo_stanka_1a826_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesterni_konicheskie_s_krugovym_zubom_valtsetokarnogo_stanka_1a826_russtanko.jpg,,486.2,60.4,OK
"Шестерни конические с круговым зубом для карусельных станков 1512,1516 — RUSSTANKO.jpg",shesterni_konicheskie_s_krugovym_zubom_dlya_karuselnykh_stankov_15121516_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesterni_konicheskie_s_krugovym_zubom_dlya_karuselnykh_stankov_15121516_russtanko.jpg,,607.3,78.6,OK
Шестерни консолно-фрезерного станка мод. фсс 400.jpg,shesterni_konsolno-frezernogo_stanka_mod._fss_400.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesterni_konsolno-frezernogo_stanka_mod._fss_400.jpg,,191.8,53.6,OK
Шестерни коробки реверса станков 1н983 1а983 1м983 рт983 са983.jpg,shesterni_korobki_reversa_stankov_1n983_1a983_1m983_rt983_sa983.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesterni_korobki_reversa_stankov_1n983_1a983_1m983_rt983_sa983.jpg,,1650.9,64.2,OK
Шестерни с круглым зубом зубчатых муфт — RUSSTANKO.jpg,shesterni_s_kruglym_zubom_zubchatykh_muft_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesterni_s_kruglym_zubom_zubchatykh_muft_russtanko.jpg,,471.6,55.3,OK
Шестерни шпиндельной бабки токарно-винторезного станка мод. 16К20 — RUSSTANKO.jpg,shesterni_shpindelnoj_babki_tokarno-vintoreznogo_stanka_mod._16k20_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesterni_shpindelnoj_babki_tokarno-vintoreznogo_stanka_mod._16k20_russtanko.jpg,,550.8,70.6,OK
Шестерня 16к20.061.441 в сборе шестерня вал колцо рычаг токарно-винторезного станка мод. 16к20.jpg,shesternya_16k20.061.441_v_sbore_shesternya_val_koltso_rychag_tokarno-vintoreznogo_stanka_mod._16k20.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesternya_16k20.061.441_v_sbore_shesternya_val_koltso_rychag_tokarno-vintoreznogo_stanka_mod._16k20.jpg,16k20.061.441,184.1,52.5,OK
Шестерня 1м63б.70.210 в коробку подач.jpg,shesternya_1m63b.70.210_v_korobku_podach.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesternya_1m63b.70.210_v_korobku_podach.jpg,1m63b.70.210,173.6,50.8,OK
Шестерня вал для станков 1н983 1м983 1а983 рт983 са983.jpg,shesternya_val_dlya_stankov_1n983_1m983_1a983_rt983_sa983.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesternya_val_dlya_stankov_1n983_1m983_1a983_rt983_sa983.jpg,,197.4,55.2,OK
Шестерня и вал с эволвентными шлицами для пресса кб2330.jpg,shesternya_i_val_s_evolventnymi_shlitsami_dlya_pressa_kb2330.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesternya_i_val_s_evolventnymi_shlitsami_dlya_pressa_kb2330.jpg,,1472.4,60.0,OK
Шестерня и вал-рейка гидравлического механизма перемещения резцедержателя для станков 1н98 1.jpg,shesternya_i_val-rejka_gidravlicheskogo_mekhanizma_peremescheniya_reztsederzhatelya_dlya_stankov_1n98_1.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesternya_i_val-rejka_gidravlicheskogo_mekhanizma_peremescheniya_reztsederzhatelya_dlya_stankov_1n98_1.jpg,,1294.0,54.2,OK
Шестерня и вал-рейка гидравлического механизма перемещения резцедержателя для станков 1н98.jpg,shesternya_i_val-rejka_gidravlicheskogo_mekhanizma_peremescheniya_reztsederzhatelya_dlya_stankov_1n98.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesternya_i_val-rejka_gidravlicheskogo_mekhanizma_peremescheniya_reztsederzhatelya_dlya_stankov_1n98.jpg,,1949.7,69.9,OK
"Шестерня коробки фрезерных станков 6Т12, 6Т13 — RUSSTANKO.jpg",shesternya_korobki_frezernykh_stankov_6t12_6t13_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesternya_korobki_frezernykh_stankov_6t12_6t13_russtanko.jpg,,473.9,56.7,OK
Шестерня парная верхняя 1м63б.70.219.jpg,shesternya_parnaya_verkhnyaya_1m63b.70.219.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesternya_parnaya_verkhnyaya_1m63b.70.219.jpg,1m63b.70.219,172.4,48.0,OK
Шестерня пресса К2130 — RUSSTANKO.jpg,shesternya_pressa_k2130_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesternya_pressa_k2130_russtanko.jpg,,469.2,55.3,OK
Шестерня тормоза для токарно-винторезных станков мод. 1к62.jpg,shesternya_tormoza_dlya_tokarno-vintoreznykh_stankov_mod._1k62.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesternya_tormoza_dlya_tokarno-vintoreznykh_stankov_mod._1k62.jpg,,1575.6,60.5,OK
"Шестерня фартука с бронзовым червячным венцом для станков 1М63, 1М63Н,16К40,1Н983 — RUSSTANKO.jpg",shesternya_fartuka_s_bronzovym_chervyachnym_ventsom_dlya_stankov_1m63_1m63n16k401n983_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesternya_fartuka_s_bronzovym_chervyachnym_ventsom_dlya_stankov_1m63_1m63n16k401n983_russtanko.jpg,,505.3,64.8,OK
Шестерня фрезерных станков мод. 676 — RUSSTANKO.jpg,shesternya_frezernykh_stankov_mod._676_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesternya_frezernykh_stankov_mod._676_russtanko.jpg,,446.6,50.1,OK
Шестерня шпинделной бабки станков 1н983 1а983 1м983 рт983 са983.jpg,shesternya_shpindelnoj_babki_stankov_1n983_1a983_1m983_rt983_sa983.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shesternya_shpindelnoj_babki_stankov_1n983_1a983_1m983_rt983_sa983.jpg,,166.2,48.3,OK
Шестреня коробкии подач с внутренним зубов 1м63б.70.272.jpg,shestrenya_korobkii_podach_s_vnutrennim_zubov_1m63b.70.272.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shestrenya_korobkii_podach_s_vnutrennim_zubov_1m63b.70.272.jpg,1m63b.70.272,195.0,56.2,OK
Шкив в сборе для специалных трубообрабатывающих станков 1н983 1а983 1м983 рт983 са983.jpg,shkiv_v_sbore_dlya_spetsialnykh_truboobrabatyvayuschikh_stankov_1n983_1a983_1m983_rt983_sa983.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shkiv_v_sbore_dlya_spetsialnykh_truboobrabatyvayuschikh_stankov_1n983_1a983_1m983_rt983_sa983.jpg,,1450.0,58.3,OK
Шкив вала первой оси с фланцами и проставками для станков 1м65 1н65 165 дип500 165 рт117.jpg,shkiv_vala_pervoj_osi_s_flantsami_i_prostavkami_dlya_stankov_1m65_1n65_165_dip500_165_rt117.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shkiv_vala_pervoj_osi_s_flantsami_i_prostavkami_dlya_stankov_1m65_1n65_165_dip500_165_rt117.jpg,,1046.1,55.4,OK
Шкив главного привода 1к62.02.362 для станков 1к62.jpg,shkiv_glavnogo_privoda_1k62.02.362_dlya_stankov_1k62.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shkiv_glavnogo_privoda_1k62.02.362_dlya_stankov_1k62.jpg,1k62.02.362,216.7,60.6,OK
Шлифование шпинделей станков — RUSSTANKO.jpg,shlifovanie_shpindelej_stankov_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shlifovanie_shpindelej_stankov_russtanko.jpg,,446.4,62.8,OK
Шлифовка шпинделей и шеек.jpg,shlifovka_shpindelej_i_sheek.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shlifovka_shpindelej_i_sheek.jpg,,159.4,46.0,OK
Шлифовка шпинделей и шеек2 — русстанко.jpg,shlifovka_shpindelej_i_sheek2_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shlifovka_shpindelej_i_sheek2_russtanko.jpg,,355.2,48.1,OK
"Шомпол станков 6Т12, 6Т13, ГФ2171 — RUSSTANKO.jpg",shompol_stankov_6t12_6t13_gf2171_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shompol_stankov_6t12_6t13_gf2171_russtanko.jpg,,490.5,62.2,OK
Шпиндел 16к40 в заднюю бабку станков мод. 16к40.jpg,shpindel_16k40_v_zadnyuyu_babku_stankov_mod._16k40.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shpindel_16k40_v_zadnyuyu_babku_stankov_mod._16k40.jpg,,159.4,46.2,OK
Шпиндел 1а64.03.266 для пиноли ф140мм.jpg,shpindel_1a64.03.266_dlya_pinoli_f140mm.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shpindel_1a64.03.266_dlya_pinoli_f140mm.jpg,1a64.03.266,196.2,55.4,OK
Шпиндел 1н65 1м65 в заднюю бабку станков мод. 1н65 1м65.jpg,shpindel_1n65_1m65_v_zadnyuyu_babku_stankov_mod._1n65_1m65.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shpindel_1n65_1m65_v_zadnyuyu_babku_stankov_mod._1n65_1m65.jpg,,196.9,56.2,OK
Шпиндел 2задней бабки станка 1м65 шифр 1а64.03.266.jpg,shpindel_2zadnej_babki_stanka_1m65_shifr_1a64.03.266.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shpindel_2zadnej_babki_stanka_1m65_shifr_1a64.03.266.jpg,1a64.03.266,198.7,52.3,OK
Шпиндел 4задней бабки станка 1м65 шифр 1а64.03.266.jpg,shpindel_4zadnej_babki_stanka_1m65_shifr_1a64.03.266.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shpindel_4zadnej_babki_stanka_1m65_shifr_1a64.03.266.jpg,1a64.03.266,181.2,52.1,OK
Шпиндел 5задней бабки станка 1м65 шифр 1а64.03.266.jpg,shpindel_5zadnej_babki_stanka_1m65_shifr_1a64.03.266.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shpindel_5zadnej_babki_stanka_1m65_shifr_1a64.03.266.jpg,1a64.03.266,186.5,51.6,OK
Шпиндел 6задней бабки станка 1м65 шифр 1а64.03.266.jpg,shpindel_6zadnej_babki_stanka_1m65_shifr_1a64.03.266.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shpindel_6zadnej_babki_stanka_1m65_shifr_1a64.03.266.jpg,1a64.03.266,177.2,49.9,OK
Шпиндел задней бабки станка 1м65 шифр 1а64.03.266.jpg,shpindel_zadnej_babki_stanka_1m65_shifr_1a64.03.266.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shpindel_zadnej_babki_stanka_1m65_shifr_1a64.03.266.jpg,1a64.03.266,229.5,61.6,OK
Шпиндел подшипники шестерня штурвал задней бабки 1н65 1м65 165 дип500 рт117 рт817.jpg,shpindel_podshipniki_shesternya_shturval_zadnej_babki_1n65_1m65_165_dip500_rt117_rt817.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shpindel_podshipniki_shesternya_shturval_zadnej_babki_1n65_1m65_165_dip500_rt117_rt817.jpg,,196.8,55.2,OK
Шпиндел станков 2м57.jpg,shpindel_stankov_2m57.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shpindel_stankov_2m57.jpg,,1146.1,41.9,OK
Шпиндел станков 2н125л.jpg,shpindel_stankov_2n125l.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shpindel_stankov_2n125l.jpg,,1590.0,49.3,OK
Шпиндел3задней бабки станка 1м65 шифр 1а64.03.266.jpg,shpindel3zadnej_babki_stanka_1m65_shifr_1a64.03.266.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shpindel3zadnej_babki_stanka_1m65_shifr_1a64.03.266.jpg,1a64.03.266,184.4,50.6,OK
Шпиндель задней бабки 1658 — русстанко.jpg,shpindel_zadnej_babki_1658_russtanko.jpg,https://raw.githubusercontent.com/411231185-cmd/Catalog-RSS-Feed/main/Foto-PromPortal/shpindel_zadnej_babki_1658_russtanko.jpg,,361.6,46.6,OK
