=== ЛОГ СБОРКИ PromIndex-500-FINAL.yml (2026-05-29) ===

СВОДКА:
  Фото — точное совпадение : 37
  Фото — нечёткое          : 4
  Фото — по типу детали    : 0
  Фото — заглушка          : 358
  (уже имели фото, не тронуты): 101
  Описания обогащены z/m (из XLS): 45
  Кинематика не найдена (оставлено без z/m): 130

ДЕТАЛИ:
offer 164 | Колесо зубчатое 1М63Б.70.180 | ФОТО: exact: koleso_zubchatoe_1m63b.70.180.jpg, koleso_zubchatoe_1m63b.70.180_2.jpg, koleso_zubchatoe_1m63b.70.180_3.jpg
offer 165 | Револьверная головка 16К30Ф3.40.000 | ФОТО: exact: revolvernaya_golovka_-_16k30f3.40.000.jpg, revolvernaya_golovka_-_16k30f3.40.000_2.jpg
offer 166 | Валик 1А64.07.249 | ФОТО: zaglushka: Zaglushka.jpg
offer 166 | Валик 1А64.07.249 | КИНЕМАТИКА: не найдена (шифр 1a64.07.249) — описание оставлено без z/m
offer 167 | Вал 1А64.07.222 | ФОТО: zaglushka: Zaglushka.jpg
offer 167 | Вал 1А64.07.222 | КИНЕМАТИКА: не найдена (шифр 1a64.07.222) — описание оставлено без z/m
offer 168 | Револьверная головка 1П756ДФ3.40.000 | ФОТО: zaglushka: Zaglushka.jpg
offer 169 | Зубчатое колесо 16М50.70.160 (z=36, m=2,75) для ДИП‑500, 165, 1М65, 1Н65 | ФОТО: zaglushka: Zaglushka.jpg
offer 170 | Вилка 1М63.21.030 | ФОТО: exact: vilka_1m63.21.030.jpg, vilka_1m63.21.030_2.jpg, vilka_1m63.21.030_3.jpg, vilka_1m63.21.030_4.jpg
offer 171 | Колесо зубчатое 1А64.07.294 | ФОТО: zaglushka: Zaglushka.jpg
offer 172 | Колесо зубчатое 1А64.07.173 | ФОТО: zaglushka: Zaglushka.jpg
offer 172 | Колесо зубчатое 1А64.07.173 | КИНЕМАТИКА: z = 32 и 34, m = 2, b = 12 мм (блок зубчатый) (источник: кинематическая таблица станка 1А64/165/1Н65/16М50 (cc73ab90))
offer 173 | Винт ходовой 1М63Б.11.151 | ФОТО: zaglushka: Zaglushka.jpg
offer 174 | Колесо червячное 1М63Б.40.106 | ФОТО: zaglushka: Zaglushka.jpg
offer 174 | Колесо червячное 1М63Б.40.106 | КИНЕМАТИКА: не найдена (шифр 1m63b.40.106) — описание оставлено без z/m
offer 175 | Венец 1А64.06.123 | ФОТО: zaglushka: Zaglushka.jpg
offer 176 | Колесо зубчатое 1М64.60.179 | ФОТО: zaglushka: Zaglushka.jpg
offer 177 | Вал‑шестерня F400R 17.20.304 для консольно‑фрезерного станка FU400R | ФОТО: zaglushka: Zaglushka.jpg
offer 177 | Вал‑шестерня F400R 17.20.304 для консольно‑фрезерного станка FU400R | КИНЕМАТИКА: не найдена (шифр 17.20.304) — описание оставлено без z/m
offer 178 | Валик 1А64.02.898 | ФОТО: zaglushka: Zaglushka.jpg
offer 178 | Валик 1А64.02.898 | КИНЕМАТИКА: не найдена (шифр 1a64.02.898) — описание оставлено без z/m
offer 179 | Колесо зубчатое муфта 1А64.07.361 | ФОТО: zaglushka: Zaglushka.jpg
offer 180 | Колесо зубчатое 1М63Б.60.250 | ФОТО: zaglushka: Zaglushka.jpg
offer 180 | Колесо зубчатое 1М63Б.60.250 | КИНЕМАТИКА: z = 28, b = 16 мм (источник: кинематическая таблица станка 1М63 (077003d5))
offer 181 | Колесо зубчатое 1А64.02.865 | ФОТО: zaglushka: Zaglushka.jpg
offer 181 | Колесо зубчатое 1А64.02.865 | КИНЕМАТИКА: z = 18, m = 6, b = 27 мм (источник: кинематическая таблица станка 1А64/165/1Н65/16М50 (cc73ab90))
offer 182 | Колесо зубчатое 1Н65.60.182 | ФОТО: zaglushka: Zaglushka.jpg
offer 183 | Колесо зубчатое 1М63Б.60.251 | ФОТО: zaglushka: Zaglushka.jpg
offer 183 | Колесо зубчатое 1М63Б.60.251 | КИНЕМАТИКА: z = 25, b = 20 мм (источник: кинематическая таблица станка 1М63 (077003d5))
offer 184 | Колесо зубчатое 165.02.152 | ФОТО: zaglushka: Zaglushka.jpg
offer 185 | Муфта зубчатая 1А64.07.385 | ФОТО: zaglushka: Zaglushka.jpg
offer 186 | Колесо зубчатое 1М63Б.60.282 | ФОТО: exact: koleso_zubchatoe_1m63b.60.282.jpg, koleso_zubchatoe_1m63b.60.282_2.jpg, koleso_zubchatoe_1m63b.60.282_3.jpg
offer 186 | Колесо зубчатое 1М63Б.60.282 | КИНЕМАТИКА: z = 142, b = 9 мм (блок зубчатый) (источник: кинематическая таблица станка 1М63 (077003d5))
offer 187 | Колесо зубчатое 1А64.07.288 | ФОТО: zaglushka: Zaglushka.jpg
offer 188 | Колесо зубчатое 1М63Б.60.294 | ФОТО: zaglushka: Zaglushka.jpg
offer 189 | Колесо зубчатое 1А64.07.211 | ФОТО: zaglushka: Zaglushka.jpg
offer 190 | Гайка 1А64.07.034 | ФОТО: zaglushka: Zaglushka.jpg
offer 191 | Ось 1М63.08.190 | ФОТО: zaglushka: Zaglushka.jpg
offer 191 | Ось 1М63.08.190 | КИНЕМАТИКА: не найдена (шифр 1m63.08.190) — описание оставлено без z/m
offer 192 | Винт 1А64.07.175 | ФОТО: zaglushka: Zaglushka.jpg
offer 193 | Винт кареточный с гайками 1Н983.50.207 для станков 1Н983, 1А983, 1М983, РТ983, СА983 | ФОТО: exact: vint_karetochnyy_-_1n983.50.207.jpg, vint_karetochnyy_-_1n983.50.207_2.jpg, vint_karetochnyy_-_1n983.50.207_3.jpg, vint_karetochnyy_-_1n983.50.207_4.jpg
offer 194 | Колесо зубчатое 1А64.02.866 | ФОТО: zaglushka: Zaglushka.jpg
offer 194 | Колесо зубчатое 1А64.02.866 | КИНЕМАТИКА: z = 57, b = 22 мм (источник: кинематическая таблица станка 1А64/165/1Н65/16М50 (cc73ab90))
offer 195 | Винт 16К40.30.151 | ФОТО: zaglushka: Zaglushka.jpg
offer 196 | Колесо зубчатое 1А64.03.210 | ФОТО: zaglushka: Zaglushka.jpg
offer 196 | Колесо зубчатое 1А64.03.210 | КИНЕМАТИКА: z = 9, m = 5, b = 20 мм (источник: кинематическая таблица станка 1А64/165/1Н65/16М50 (cc73ab90))
offer 197 | Колесо зубчатое 1А64.02.348 | ФОТО: zaglushka: Zaglushka.jpg
offer 197 | Колесо зубчатое 1А64.02.348 | КИНЕМАТИКА: z = 36, m = 5, b = 29 мм (источник: кинематическая таблица станка 1А64/165/1Н65/16М50 (cc73ab90))
offer 198 | Колесо зубчатое 1Н65.71.009 | ФОТО: zaglushka: Zaglushka.jpg
offer 199 | Колесо зубчатое 1Н65.60.183 | ФОТО: zaglushka: Zaglushka.jpg
offer 200 | Колесо коническое 1М63.04.162 | ФОТО: zaglushka: Zaglushka.jpg
offer 201 | Колесо зубчатое 1А64.07.291 | ФОТО: zaglushka: Zaglushka.jpg
offer 202 | Колесо зубчатое 1А64.07.213 | ФОТО: zaglushka: Zaglushka.jpg
offer 203 | Вал-колесо зубчатое 1М63Б.60.278 | ФОТО: zaglushka: Zaglushka.jpg
offer 204 | Колесо зубчатое 1М63.61.165 | ФОТО: zaglushka: Zaglushka.jpg
offer 205 | Валик 1М63.21.236 | ФОТО: zaglushka: Zaglushka.jpg
offer 205 | Валик 1М63.21.236 | КИНЕМАТИКА: не найдена (шифр 1m63.21.236) — описание оставлено без z/m
offer 206 | Колесо зубчатое 16М50.70.229 | ФОТО: zaglushka: Zaglushka.jpg
offer 207 | Блок шестерён 1М63Б.40.154 | ФОТО: zaglushka: Zaglushka.jpg
offer 208 | Револьверная головка 16М30Ф3.40.000 | ФОТО: exact: revolvernaya_golovka_-_16m30f3.40.000.jpg, revolvernaya_golovka_-_16m30f3.40.000_2.jpg, revolvernaya_golovka_-_16m30f3.40.000_3.jpg
offer 209 | Колесо зубчатое 1М63Б.70.230 | ФОТО: zaglushka: Zaglushka.jpg
offer 209 | Колесо зубчатое 1М63Б.70.230 | КИНЕМАТИКА: z = 40, m = 2.75, b = 16 мм (источник: кинематическая таблица станка 1М63 (077003d5))
offer 210 | Вал 1М63.61.159 | ФОТО: zaglushka: Zaglushka.jpg
offer 210 | Вал 1М63.61.159 | КИНЕМАТИКА: не найдена (шифр 1m63.61.159) — описание оставлено без z/m
offer 211 | Колесо зубчатое 1М63.21.200 | ФОТО: exact: koleso_zubchatoe_1m63.21.200.jpg, koleso_zubchatoe_1m63.21.200_2.jpg, koleso_zubchatoe_1m63.21.200_3.jpg
offer 211 | Колесо зубчатое 1М63.21.200 | КИНЕМАТИКА: z = 45, b = 18 мм (источник: кинематическая таблица станка 1М63 (077003d5))
offer 212 | Колесо зубчатое 1А64.07.290 | ФОТО: zaglushka: Zaglushka.jpg
offer 213 | Колесо подач 16М50.70.153 | ФОТО: zaglushka: Zaglushka.jpg
offer 214 | Колесо зубчатое 1А64.02.853 | ФОТО: zaglushka: Zaglushka.jpg
offer 214 | Колесо зубчатое 1А64.02.853 | КИНЕМАТИКА: z = 21, m = 4.5, b = 65 мм (источник: кинематическая таблица станка 1А64/165/1Н65/16М50 (cc73ab90))
offer 215 | Колесо зубчатое 1А64.07.360 | ФОТО: zaglushka: Zaglushka.jpg
offer 216 | Колесо зубчатое 16К30.70.152 | ФОТО: zaglushka: Zaglushka.jpg
offer 216 | Колесо зубчатое 16К30.70.152 | КИНЕМАТИКА: z = 42, m = 2.5, b = 15 мм (источник: кинематическая таблица станка 1М63 (077003d5))
offer 217 | Колесо зубчатое 1М63Б.08.168 | ФОТО: zaglushka: Zaglushka.jpg
offer 218 | Винт 1М63.41.268 | ФОТО: zaglushka: Zaglushka.jpg
offer 219 | Колесо зубчатое 165.02.160 | ФОТО: zaglushka: Zaglushka.jpg
offer 219 | Колесо зубчатое 165.02.160 | КИНЕМАТИКА: z = 48, m = 6, b = 80 мм (источник: кинематическая таблица станка 1А64/165/1Н65/16М50 (cc73ab90))
offer 220 | Колесо зубчатое 1М63Б.70.217 | ФОТО: zaglushka: Zaglushka.jpg
offer 220 | Колесо зубчатое 1М63Б.70.217 | КИНЕМАТИКА: z = 36, m = 2.5, b = 16 мм (источник: кинематическая таблица станка 1М63 (077003d5))
offer 221 | Колесо коническое 1Н65.50.179 | ФОТО: zaglushka: Zaglushka.jpg
offer 222 | Колесо зубчатое 1Н65.60.154 | ФОТО: zaglushka: Zaglushka.jpg
offer 223 | Червяк 1А64.03.234 | ФОТО: zaglushka: Zaglushka.jpg
offer 224 | Колесо зубчатое муфта 1А64.07.261 | ФОТО: zaglushka: Zaglushka.jpg
offer 225 | Колесо коническое FU400R 17.20.330-01 фрезерный станок | ФОТО: zaglushka: Zaglushka.jpg
offer 225 | Колесо коническое FU400R 17.20.330-01 фрезерный станок | КИНЕМАТИКА: не найдена (шифр 17.20.330) — описание оставлено без z/m
offer 226 | Колесо зубчатое 1А64.03.211 | ФОТО: zaglushka: Zaglushka.jpg
offer 226 | Колесо зубчатое 1А64.03.211 | КИНЕМАТИКА: z = 45, m = 2, b = 15 мм (источник: кинематическая таблица станка 1А64/165/1Н65/16М50 (cc73ab90))
offer 227 | Колесо зубчатое 16М50.70.167 | ФОТО: zaglushka: Zaglushka.jpg
offer 228 | Патрон 4-х кулачковый Ф1000 мм модель 165.09.000 | ФОТО: zaglushka: Zaglushka.jpg
offer 229 | Колесо зубчатое 1Н65.60.151/2 | ФОТО: zaglushka: Zaglushka.jpg
offer 230 | Захваты 6Т13МФ4-1.360.251 к станку ГФ2171 | ФОТО: exact: zakhvaty_6t13mf4‑1.360.251.jpg, zakhvaty_6t13mf4‑1.360.251_2.jpg, zakhvaty_6t13mf4‑1.360.251_3.jpg
offer 231 | Колесо зубчатое 1М63.04.155 | ФОТО: exact: koleso_zubchatoe_-_1m63.04.155.jpg, koleso_zubchatoe_-_1m63.04.155_2.jpg, koleso_zubchatoe_-_1m63.04.155_3.jpg
offer 232 | Револьверная головка РТ755Ф3 | ФОТО: zaglushka: Zaglushka.jpg
offer 233 | Вал 1А64.02.943 | ФОТО: zaglushka: Zaglushka.jpg
offer 233 | Вал 1А64.02.943 | КИНЕМАТИКА: не найдена (шифр 1a64.02.943) — описание оставлено без z/m
offer 234 | Вал 2825П.24.210 коробки подач станка 2825П | ФОТО: zaglushka: Zaglushka.jpg
offer 234 | Вал 2825П.24.210 коробки подач станка 2825П | КИНЕМАТИКА: не найдена (шифр None) — описание оставлено без z/m
offer 235 | Втулка переходная в шпиндельную бабку ДИП500, 1М65, 1Н65, РТ117, РТ817 | ФОТО: zaglushka: Zaglushka.jpg
offer 236 | Вал 16А20Ф3.025.000.050 | ФОТО: zaglushka: Zaglushka.jpg
offer 236 | Вал 16А20Ф3.025.000.050 | КИНЕМАТИКА: не найдена (шифр 16a20f3.025.000) — описание оставлено без z/m
offer 237 | Вал 16К30Ф302.40.160 для резцедержателя станка 16К30Ф3 | ФОТО: zaglushka: Zaglushka.jpg
offer 238 | Вал конусной линейки 1Н983.74.174 для станка 1Н983 | ФОТО: zaglushka: Zaglushka.jpg
offer 238 | Вал конусной линейки 1Н983.74.174 для станка 1Н983 | КИНЕМАТИКА: не найдена (шифр 1n983.74.174) — описание оставлено без z/m
offer 239 | Колесо зубчатое У05.20.160 | ФОТО: zaglushka: Zaglushka.jpg
offer 239 | Колесо зубчатое У05.20.160 | КИНЕМАТИКА: z = 60, m = 3, b = 22 мм (источник: кинематическая таблица станка 1М63 (077003d5))
offer 240 | Шарико-винтовая пара (ШВП) 2С132ПМФ2.36.000 | ФОТО: zaglushka: Zaglushka.jpg
offer 241 | Вал 1Н983.20.274 | ФОТО: zaglushka: Zaglushka.jpg
offer 241 | Вал 1Н983.20.274 | КИНЕМАТИКА: не найдена (шифр 1n983.20.274) — описание оставлено без z/m
offer 242 | Колесо зубчатое 1М63.02.275 | ФОТО: exact: koleso_zubchatoe_1m63.02.275.jpg, koleso_zubchatoe_1m63.02.275_2.jpg, koleso_zubchatoe_1m63.02.275_3.jpg
offer 242 | Колесо зубчатое 1М63.02.275 | КИНЕМАТИКА: z = 25 (источник: кинематическая таблица станка 1М63 (077003d5))
offer 243 | Вал фрикционной муфты 6Р82.4.50А коробки подач станка 6Р82, 6Р12 | ФОТО: zaglushka: Zaglushka.jpg
offer 244 | Вал 16К40.20.188 | ФОТО: zaglushka: Zaglushka.jpg
offer 244 | Вал 16К40.20.188 | КИНЕМАТИКА: не найдена (шифр 16k40.20.188) — описание оставлено без z/m
offer 245 | Вал 1М63.06.335 | ФОТО: zaglushka: Zaglushka.jpg
offer 245 | Вал 1М63.06.335 | КИНЕМАТИКА: не найдена (шифр 1m63.06.335) — описание оставлено без z/m
offer 246 | Вал 16К30Ф3.30.193 | ФОТО: zaglushka: Zaglushka.jpg
offer 246 | Вал 16К30Ф3.30.193 | КИНЕМАТИКА: не найдена (шифр 16k30f3.30.193) — описание оставлено без z/m
offer 247 | Колесо зубчатое 1М63.21.197 | ФОТО: zaglushka: Zaglushka.jpg
offer 247 | Колесо зубчатое 1М63.21.197 | КИНЕМАТИКА: z = 32, b = 52 мм (источник: кинематическая таблица станка 1М63 (077003d5))
offer 248 | Вал 6Т83Г.30.251А коробки скоростей станка 6Т83Г | ФОТО: zaglushka: Zaglushka.jpg
offer 248 | Вал 6Т83Г.30.251А коробки скоростей станка 6Т83Г | КИНЕМАТИКА: не найдена (шифр None) — описание оставлено без z/m
offer 249 | Вал-шестерня 1П756ДФ3.40.288 револьверной головки 1П756ДФ3 | ФОТО: zaglushka: Zaglushka.jpg
offer 250 | Вал 1Н983.20.294 | ФОТО: exact: val_1n983.20.294.jpg, val_1n983.20.294_2.jpg, val_1n983.20.294_3.jpg
offer 250 | Вал 1Н983.20.294 | КИНЕМАТИКА: не найдена (шифр 1n983.20.294) — описание оставлено без z/m
offer 251 | Вал 1Н983.20.189 | ФОТО: fuzzy: koleso_zubchatoe_1m63b.20.189.jpg, koleso_zubchatoe_1m63b.20.189_2.jpg, koleso_zubchatoe_1m63b.20.189_3.jpg
offer 251 | Вал 1Н983.20.189 | КИНЕМАТИКА: не найдена (шифр 1n983.20.189) — описание оставлено без z/m
offer 252 | Вал 16К20Ф.024.000.002 для токарного станка с ЧПУ 16К20Ф3 | ФОТО: zaglushka: Zaglushka.jpg
offer 252 | Вал 16К20Ф.024.000.002 для токарного станка с ЧПУ 16К20Ф3 | КИНЕМАТИКА: не найдена (шифр 16k20f.024.000) — описание оставлено без z/m
offer 253 | Колесо зубчатое 1М63.21.158 | ФОТО: zaglushka: Zaglushka.jpg
offer 253 | Колесо зубчатое 1М63.21.158 | КИНЕМАТИКА: z = 96, b = 28 мм (источник: кинематическая таблица станка 1М63 (077003d5))
offer 254 | Вал-шестерня 6Р82.4.36 коробки подач станка 6Р82, 6Р12 | ФОТО: zaglushka: Zaglushka.jpg
offer 254 | Вал-шестерня 6Р82.4.36 коробки подач станка 6Р82, 6Р12 | КИНЕМАТИКА: не найдена (шифр 6p82.4.36) — описание оставлено без z/m
offer 255 | Колесо зубчатое 1М63.02.370 | ФОТО: zaglushka: Zaglushka.jpg
offer 256 | Шарико-винтовая пара (ШВП) 1П756ДФЗ.56.000 для станка 1П756ДФ3 | ФОТО: zaglushka: Zaglushka.jpg
offer 257 | Шарико-винтовая пара (ШВП) 1325Ф3.220.600 | ФОТО: zaglushka: Zaglushka.jpg
offer 258 | Вал реверса 1Н983.73.171 для коробки подач трубонарезного станка 1Н983 | ФОТО: zaglushka: Zaglushka.jpg
offer 258 | Вал реверса 1Н983.73.171 для коробки подач трубонарезного станка 1Н983 | КИНЕМАТИКА: не найдена (шифр 1n983.73.171) — описание оставлено без z/m
offer 259 | Вал 6Т82Г-1.64.259 редуктора стола станка 6Т82Г-1 | ФОТО: zaglushka: Zaglushka.jpg
offer 259 | Вал 6Т82Г-1.64.259 редуктора стола станка 6Т82Г-1 | КИНЕМАТИКА: не найдена (шифр 1.64.259) — описание оставлено без z/m
offer 260 | Шарико-винтовая пара (ШВП) РТ755Ф3.53.000 | ФОТО: zaglushka: Zaglushka.jpg
offer 261 | Колесо зубчатое 1М63Б.20.187 | ФОТО: zaglushka: Zaglushka.jpg
offer 261 | Колесо зубчатое 1М63Б.20.187 | КИНЕМАТИКА: z = 24, b = 24 мм (источник: кинематическая таблица станка 1М63 (077003d5))
offer 262 | Шарико-винтовая пара (ШВП) 16К30Ф323.05.000 | ФОТО: zaglushka: Zaglushka.jpg
offer 263 | Вал 6М82.3.66К коробки скоростей станка 6М82, 6М12П | ФОТО: zaglushka: Zaglushka.jpg
offer 263 | Вал 6М82.3.66К коробки скоростей станка 6М82, 6М12П | КИНЕМАТИКА: не найдена (шифр 6m82.3.66) — описание оставлено без z/m
offer 264 | Вал 1Н983М.40.151 | ФОТО: zaglushka: Zaglushka.jpg
offer 264 | Вал 1Н983М.40.151 | КИНЕМАТИКА: не найдена (шифр 1n983m.40.151) — описание оставлено без z/m
offer 265 | Шпиндель 1Н65.30.151 | ФОТО: zaglushka: Zaglushka.jpg
offer 266 | Вал 6Т83Г-1.60.272Б привода стола станка 6Т83Г-1 | ФОТО: zaglushka: Zaglushka.jpg
offer 266 | Вал 6Т83Г-1.60.272Б привода стола станка 6Т83Г-1 | КИНЕМАТИКА: не найдена (шифр 1.60.272) — описание оставлено без z/m
offer 267 | Вал 1П756МФ3.20.281 | ФОТО: zaglushka: Zaglushka.jpg
offer 267 | Вал 1П756МФ3.20.281 | КИНЕМАТИКА: не найдена (шифр 756mf3.20.281) — описание оставлено без z/m
offer 268 | Колесо зубчатое 1М63.02.171 | ФОТО: zaglushka: Zaglushka.jpg
offer 269 | Вал 6Т82Г-1.60.304 привода стола станка 6Т82Г-1 | ФОТО: zaglushka: Zaglushka.jpg
offer 269 | Вал 6Т82Г-1.60.304 привода стола станка 6Т82Г-1 | КИНЕМАТИКА: не найдена (шифр 1.60.304) — описание оставлено без z/m
offer 270 | Вал 165.02.445 | ФОТО: zaglushka: Zaglushka.jpg
offer 270 | Вал 165.02.445 | КИНЕМАТИКА: не найдена (шифр 165.02.445) — описание оставлено без z/m
offer 271 | Вал 165.50.158 | ФОТО: zaglushka: Zaglushka.jpg
offer 271 | Вал 165.50.158 | КИНЕМАТИКА: не найдена (шифр 165.50.158) — описание оставлено без z/m
offer 272 | Вал 16Р25В.22.150 | ФОТО: zaglushka: Zaglushka.jpg
offer 272 | Вал 16Р25В.22.150 | КИНЕМАТИКА: не найдена (шифр 16p25v.22.150) — описание оставлено без z/m
offer 273 | Диск инструментальный 1П756ДФ3.47.000 | ФОТО: zaglushka: Zaglushka.jpg
offer 274 | Вал 1М63Б.40Э/3.159 | ФОТО: zaglushka: Zaglushka.jpg
offer 274 | Вал 1М63Б.40Э/3.159 | КИНЕМАТИКА: не найдена (шифр None) — описание оставлено без z/m
offer 275 | Вал 2840П.64.181 привода стола станка 2840П | ФОТО: zaglushka: Zaglushka.jpg
offer 275 | Вал 2840П.64.181 привода стола станка 2840П | КИНЕМАТИКА: не найдена (шифр None) — описание оставлено без z/m
offer 276 | Вал 1Н983М.20.156 | ФОТО: zaglushka: Zaglushka.jpg
offer 276 | Вал 1Н983М.20.156 | КИНЕМАТИКА: не найдена (шифр 1n983m.20.156) — описание оставлено без z/m
offer 277 | Вал 1М63.21.381 | ФОТО: zaglushka: Zaglushka.jpg
offer 277 | Вал 1М63.21.381 | КИНЕМАТИКА: не найдена (шифр 1m63.21.381) — описание оставлено без z/m
offer 278 | Вал 6Т83Г-1.64.253 редуктора стола станка 6Т83Г-1 | ФОТО: zaglushka: Zaglushka.jpg
offer 278 | Вал 6Т83Г-1.64.253 редуктора стола станка 6Т83Г-1 | КИНЕМАТИКА: не найдена (шифр 1.64.253) — описание оставлено без z/m
offer 279 | Вал 1Н983.20.279 | ФОТО: zaglushka: Zaglushka.jpg
offer 279 | Вал 1Н983.20.279 | КИНЕМАТИКА: не найдена (шифр 1n983.20.279) — описание оставлено без z/m
offer 280 | Колесо зубчатое 1М63.02.321 | ФОТО: zaglushka: Zaglushka.jpg
offer 281 | Вал 1П756ДФ3.20.207 | ФОТО: zaglushka: Zaglushka.jpg
offer 281 | Вал 1П756ДФ3.20.207 | КИНЕМАТИКА: не найдена (шифр 756df3.20.207) — описание оставлено без z/m
offer 282 | Вал 1Н983.20.178 | ФОТО: zaglushka: Zaglushka.jpg
offer 282 | Вал 1Н983.20.178 | КИНЕМАТИКА: не найдена (шифр 1n983.20.178) — описание оставлено без z/m
offer 283 | Пиноль 1К62.03.36 | ФОТО: zaglushka: Zaglushka.jpg
offer 283 | Пиноль 1К62.03.36 | КИНЕМАТИКА: не найдена (шифр 1k62.03.36) — описание оставлено без z/m
offer 284 | Вал 163.06.335 | ФОТО: zaglushka: Zaglushka.jpg
offer 284 | Вал 163.06.335 | КИНЕМАТИКА: не найдена (шифр 163.06.335) — описание оставлено без z/m
offer 285 | Вал 1Н983.20.357 | ФОТО: zaglushka: Zaglushka.jpg
offer 285 | Вал 1Н983.20.357 | КИНЕМАТИКА: не найдена (шифр 1n983.20.357) — описание оставлено без z/m
offer 286 | Вал 6Т83Г-1.60.253 привода стола станка 6Т83Г-1 | ФОТО: zaglushka: Zaglushka.jpg
offer 286 | Вал 6Т83Г-1.60.253 привода стола станка 6Т83Г-1 | КИНЕМАТИКА: не найдена (шифр 1.60.253) — описание оставлено без z/m
offer 287 | Колесо зубчатое 1М63.02.438 | ФОТО: zaglushka: Zaglushka.jpg
offer 288 | Колесо зубчатое 1М63Б.20.189 | ФОТО: exact: koleso_zubchatoe_1m63b.20.189.jpg, koleso_zubchatoe_1m63b.20.189_2.jpg, koleso_zubchatoe_1m63b.20.189_3.jpg
offer 289 | Колесо зубчатое 1М63.02.210 | ФОТО: zaglushka: Zaglushka.jpg
offer 290 | Шарико-винтовая пара (ШВП) 1П756ДФЗ.22.000 | ФОТО: zaglushka: Zaglushka.jpg
offer 291 | Колесо зубчатое 1М63.21.217 | ФОТО: zaglushka: Zaglushka.jpg
offer 292 | Колесо зубчатое 165.02.439 | ФОТО: zaglushka: Zaglushka.jpg
offer 293 | Шарико-винтовая пара (ШВП) 16М30Ф3.54.000 (РТ772Ф3) | ФОТО: zaglushka: Zaglushka.jpg
offer 294 | UВВ112Р.20.178 запчасть к станку RAFAMET UBB-112 | ФОТО: zaglushka: Zaglushka.jpg
offer 295 | Вал 1Н983.73.152 | ФОТО: zaglushka: Zaglushka.jpg
offer 295 | Вал 1Н983.73.152 | КИНЕМАТИКА: не найдена (шифр 1n983.73.152) — описание оставлено без z/m
offer 296 | Вал 1А64.02.138 | ФОТО: zaglushka: Zaglushka.jpg
offer 296 | Вал 1А64.02.138 | КИНЕМАТИКА: не найдена (шифр 1a64.02.138) — описание оставлено без z/m
offer 297 | Блок шестерня второй оси m-4 z-35 z-35 1А64.02.841 (Для станков 1М65 1Н65 ДИП500 165) | ФОТО: zaglushka: Zaglushka.jpg
offer 297 | Блок шестерня второй оси m-4 z-35 z-35 1А64.02.841 (Для станков 1М65 1Н65 ДИП500 165) | КИНЕМАТИКА: не найдена (шифр 1a64.02.841) — описание оставлено без z/m
offer 298 | Вал 6М82.3.59В коробки скоростей станка 6М12П, 6М82 | ФОТО: zaglushka: Zaglushka.jpg
offer 298 | Вал 6М82.3.59В коробки скоростей станка 6М12П, 6М82 | КИНЕМАТИКА: не найдена (шифр 6m82.3.59) — описание оставлено без z/m
offer 299 | Вал 1Н983.20.356 | ФОТО: zaglushka: Zaglushka.jpg
offer 299 | Вал 1Н983.20.356 | КИНЕМАТИКА: не найдена (шифр 1n983.20.356) — описание оставлено без z/m
offer 300 | Полугайка 1Н65.40.101 | ФОТО: zaglushka: Zaglushka.jpg
offer 301 | Вилка 1М63.21.029 | ФОТО: zaglushka: Zaglushka.jpg
offer 302 | Колесо зубчатое У05.20.163 | ФОТО: zaglushka: Zaglushka.jpg
offer 303 | Вал 6Т82Г-1.60.329 привода стола станка 6Т82Г-1 | ФОТО: zaglushka: Zaglushka.jpg
offer 303 | Вал 6Т82Г-1.60.329 привода стола станка 6Т82Г-1 | КИНЕМАТИКА: не найдена (шифр 1.60.329) — описание оставлено без z/m
offer 304 | Вал 1М983.75.002 | ФОТО: zaglushka: Zaglushka.jpg
offer 304 | Вал 1М983.75.002 | КИНЕМАТИКА: не найдена (шифр 1m983.75.002) — описание оставлено без z/m
offer 305 | Колесо зубчатое У05.20.159 | ФОТО: zaglushka: Zaglushka.jpg
offer 305 | Колесо зубчатое У05.20.159 | КИНЕМАТИКА: z = 60, m = 2.5, b = 16 мм (источник: кинематическая таблица станка 1М63 (077003d5))
offer 306 | Вал-шестерня коробки скоростей 1П756ДФ321.21.175 | ФОТО: zaglushka: Zaglushka.jpg
offer 306 | Вал-шестерня коробки скоростей 1П756ДФ321.21.175 | КИНЕМАТИКА: не найдена (шифр 756df321.21.175) — описание оставлено без z/m
offer 307 | Вал 1Н983.20.267 | ФОТО: zaglushka: Zaglushka.jpg
offer 307 | Вал 1Н983.20.267 | КИНЕМАТИКА: не найдена (шифр 1n983.20.267) — описание оставлено без z/m
offer 308 | Насос фартука для станков ДИП300, 1М63, 1М63Н, 16К40 | ФОТО: zaglushka: Zaglushka.jpg
offer 309 | Вал 2850П.64.150 привода стола станка 2850П | ФОТО: zaglushka: Zaglushka.jpg
offer 309 | Вал 2850П.64.150 привода стола станка 2850П | КИНЕМАТИКА: не найдена (шифр None) — описание оставлено без z/m
offer 310 | Вал 6М82.3.64К для станка 6М82 | ФОТО: zaglushka: Zaglushka.jpg
offer 310 | Вал 6М82.3.64К для станка 6М82 | КИНЕМАТИКА: не найдена (шифр 6m82.3.64) — описание оставлено без z/m
offer 311 | Вал коробки скоростей 2Н150.20.037 | ФОТО: zaglushka: Zaglushka.jpg
